,company,job,title,question,answer
69,(주)시큐로,IT/웹/통신,"대표이사가 면접 후 합격통보 받음. 지원은 온라인을 통해 했으며 신청후 일주일이내에 면접일정 통보가 옴.""","특별한 질문은 없었음 , 대표이사의 전반적인 회사소개를 진행함",무난하며 압박질문은 없었음.
70,(주)오픈웍스,IT/웹/통신,"먼저 포지션제안이 온 케이스입니다. 원래 눈여겨 보던기업이기에 면접을 보러 갔습니다.""",사회시사를 물어보셨습니다. 평소 뉴스를 자주 보시는 분이면 좋을듯,X
71,(주)스마텔,IT/웹/통신,"채용 사이트 지원후 면접 관련 연락, 대표 면접""","그간 경력, 퇴사사유, 출퇴근 서요시간, 급여",심플함 단순함 평범함 알바수준 면접 편함 노긴장
72,(주)띵스플로우,IT/웹/통신,"사전과제 수행 후 1차 면접 및 2차 면접을 진행함""","나를 표현한다면?
기억에 남는 프로젝트
주변에서 이야기하는 나?","나에 대한 생각을 진실하게 답변하고, 그렇게 이야기를 나눌 수 있는 분위기를 잘 만들어줌"
73,(주)와우인포텍,IT/웹/통신,"1차 실무 테스트 및 실무진 팀장급 면접
2차 대표 및 임원급 면접""","개인의 비전
회사의 비전
개인과 회사 공동의 비전",1차 면접은 다대다 면접이라 긴장이 많이 됐지만 2차 면접은 다대일이라 차라리 괜찮았습니다.
74,(주)블루아이,IT/웹/통신,"늦지도않고 빠르지도 않게 면접 보라고 연락왔고
면접도 쉬웠습니다.""","포트폴리오 물어보고, 쓸쑤있는 기술 물어보고, 직종변환은 왜 했나 기본적인 질문",기본적으로 답변만 잘하면 합격
75,(주)한드림넷,IT/웹/통신,"기술면접 이런건 따로 없었음, 회사가 인센티브가 있고 야근없다는 정도를 들었다.,""","1. 인덕원역에서 거리가 좀 먼데 올 수 있는지
2. 연봉관해서
3. 이전 개발 경험",기술 면접 없었고 오히려 회사의 좋은점을 어필함 요즘에는 기술면접 도 한다고 함
76,아임에버(주),IT/웹/통신,"입사 원서 제출 후 임원 면접 그 후 합격되었다 연락이 왔습니다.""","해당업무 관련지식 여부, 운전 , 성격",이사람이 근면 성실하게 일할수있을지 같이 근무하는 사람과 잘 지낼 수 있는지 여부 판단하는거 같았음
77,텐센트코리아(유),IT/웹/통신,"실무 면접 - 임원 면접 - 인사 면접 - 연봉 협의""",향후 3~5년의 계획; 업무 시뮬레이션,업무 과정에서 발생할 수 있는 다양한 상황을 대처할 수 있는 역량을 가지고 있는지에 대한 확인
78,(주)제이원아이티시스템,IT/웹/통신,"사람인으로 지원했고, 면접 분위기는 좋습니다.""","전 직장에 대해 물어보고, 기본적인 기술 지식 물어봅니다.",면접이 생각보다 어렵진 않아요
79,(주)슈퍼갈땐슈퍼맨,IT/웹/통신,"로켓펀치에서 면접 신청후 면접날짜를 받았고 면접을 보러 갔습니다.""","그동안 해왔던 프로그램에서 질문을 받음
개발 이외에도 여러가지 할수 있느냐는 질문
휴일에도 일할수 있다고 해서 나쁜인상을 받음.","뭔가 집중되지 않고 이력서를 읽지 않았다는 인상을 받았습니다.
이때 런했어야 했는데..."
80,(주)예써,IT/웹/통신,"자기소개와 포트폴리오를 설명하고
포트폴리오에 대해 질의응답시간을 가짐""","디자인할때 뭘 중요시 하는지?
소통할때는 어떤식으로 하는지","그냥 잘 대답함
예전 면접이라 기억안남
경청하는 느낌을 받았고
좋은 인상을 받음"
81,(주)타파스미디어코리아,IT/웹/통신,"인터뷰는 총 3 회가량 진행되었는데, 첫회 업무 관련 인터뷰 후 인사팀과 커피챗 진행되고 마지막으로 임원급 레벨과 회사의 비전 및 팀 분위기, 바라는 역량 등 공유""","업무하며 힘들 시 어떻게 이겨 나가는지, 최적화는 어떻게 진행 하는 지 등 업무관련 및 개인 역량/성격 확인 질문",차분하고 밝은 분위기 속에서 어렵지 않게 대답할 수 있었음
82,페가트론서비스코리아(유),IT/웹/통신,"사람인 이력서 접수 후 HR과 면접일정을 정한다. 과정에 특별한 부분은 없다.""","경력직의 경우 과거 직무경험이 여기에 도움이 될것인지, 영어구사 능력, 전공과의 적합성 여부를 평가한다. 특별한 질문은 없다.","업무에 관력된 경력 보유 여부를 중요시한다. 다른업종 이력은 경력으로 인정하지 않는다.
영어는 너무 높은 수준까지 요구하지는 않는다."
83,(주)코밴,IT/웹/통신,"여러 개발실무 담당팀장들과 연구소장이 면접을보고 대기하고 있다가 호명하면 들어가면됨""","자신이 기존 업체에서 했던 업무에 대해 이야기해보라는것
이회사에 입사하면 어떤 업무를 맡게될것 같은지 말해보라는 것
코밴의 주매출수입이 무엇인것 같은지","어렵지는 않고, 대신 자신감을 보여주면됨"
84,인프라커뮤니케이션즈(주),IT/웹/통신,"신입 계약직으로 지원했습니다.
지원하고 합격까지 3일걸렸습니다.""","퇴직한다면 이유
성격 및 대인관계
야근에 대해서 어떻게 생각하는지",솔직하게 자신의 생각을 잘 정리해서 말하면 되는 것 같습니다.
85,(주)퓨쳐시스템,IT/웹/통신,"편안한 분위기로 경험 위주로 질문이 많음 이력서 기반 정리해가면 좋을듯""",이력서에 경력 기술에 대해 질문 어떤 스킬을 갖고있는지,비교적 편안하게 해주려고 하는 느낌이 들어 나쁘지 않았다
86,에스케이텔링크(주),IT/웹/통신,"서류합격 -> SKCT -> 1차 실무면접 -> 2차 임원면접""","앞으로의 목표, SK기업의 이미지, 근무하였된 회사들 중 가장 본인에게 맞는 회사 문화는 어느 회사였는지?",전반적으로 지원자가 편할 수 있도록 배려해주는 분위기였으며 질문 내용이 대기업 수준에 걸맞은 필요한 질문만 함. 지원자의 대답에 최대한 경청하고 모든 대답에 평가가 이루어지는 점이 느껴짐. 체계적인 인사시스템을 갖춘 회사라고 생각이 들었음.
87,레트리카(주),IT/웹/통신,"서류 합격 후 CSO분과 온라인으로 간단한 인적성 면접을 가졌습니다.""",이전 경력이 없다보니 주로 대학생활에 관해서 물었습니다. 학점과 대학 재적 시 인상깊게 들었던 과목에 대해서도 물어보았습니다.,회사가 카메라앱을 만들다보니 자신이 해당 앱을 어떻게 개선시킬 수 있는지에 대해서 자세하게 물어보았던것 같습니다. 면접보기전에 해당 부분을 한번 생각해보면 도움이 될 것 같습니다.
88,한국정보통신(주),IT/웹/통신,"서류합격 후 1차 실무면접, 2차 임원면접 후 채용됨""",post/sendmessage 차이점. 스레드 동기/비동기 사용유무. 테스트만 시키면 어떻게 할것인지,묻는 말에 잘 대답했고 전반적으로 무난한 면접이었음.
89,(주)와이드모바일,IT/웹/통신,"편안한 분위기에서 대화 나누듯이 면접 진행되었고 잘 들어주심""","공항에서 근무한적이 있는가, 우리 회사는 어떤회사인지 알 수 있나",질문에 대답을 편안하게 하고 왔고 잘 들어주셔서 나쁘지 않았음
90,(주)에스티엔인포텍,IT/웹/통신,"읻커넷 서류 제출 전화 면접 후 면접""",해왔던 업무 회사에 대해 아는 점 연봉 등의질문,쏘쏘했습니다
91,(주)세종네트웍,IT/웹/통신,"최초 연락 후 1차면접 실행 이때 기술면접을 진행하고 2차면접 임원면접 진행""",가장 최근에 읽은 책이 무엇인지 설명. 감명깊은게 아니라 최근이라는 점이 의외였음,가장 최근에 읽은 책을 말씀드렸고 실제로 읽었는지에 대해서는 크게 궁금해하지는 않았던듯
92,(주)디바인테크,IT/웹/통신,"1.면접관 면접 - 이력서에 등록한 번호로 연락 옴
1. 면접 통과 후 2.
2. 대표이사 면접""","공공기관 상주인원은 신원조사 과정을 거쳐
공공기관 상주 근무를 하게 되는데 괜찮은지",괜찮았습니다.
93,(주)인스코비,IT/웹/통신,"자기소개는 따로 시키시지않았고 해왔던 업무를 말씀드리는식으로 면접보았습니다""",회사에서 알뜰폰사업도 하고있어서 알뜰폰 쓰는지 어디 알뜰폰 사용하는지 물어봤습니다,대체적으로 면접은 다른 회사에비해 어렵다고 생각이 들지는 않았습니다. 오히려 회사에 들어오면 모가좋은지 어필을 많이하셨던
94,텔레투게더(주),IT/웹/통신,"서류통과후 면접 일정잡는 전화를 경영자가 직접 전화를 합니다
전화상으로 1차적인 세세한 질문을 합니다""","엑셀활용능력을 그 자리에서 테스트 합니다.. 갑작스러워서 잘 하던것도 버벅이게 되는상황이 있을수 있음.
경영지원부가 업무외 잡스러운 일을 하는것에 대해 어떻게 생각하냐는 질문에 당황함
회계업무외 타업부(전화등 고객관리) 가능한지 물음",요즘도 경리부서가 잡스러운 일을 한다고 생각하는 경영진 마인드에 많이 당황하고 놀람
95,텔레센트로(주),IT/웹/통신,"먼저 연락을 받고 면접 여부 결정해서 면접을 진행하였음""","자기소개, 기본적인 스킬 가능 유무, 이런거 해봤냐는 등의 질문들",대체작으로 질문 내용들은 쉬었으며 평이한 대답을 하였습니다.
96,(주)테오아,IT/웹/통신,"가벼운듯하면서 무거운 분위기였음.. 안가야겠다는 생각도 들었다""","1. 자신을 동물에게 비유
2. 학창시절 경험
3. 그 외에 스타트업 같은 질문","스스로에 대해 생각할 수 있어서 좋았음
근데 야근, 열정 강요해서 안가고싶었음"
97,엔티티코리아(주),IT/웹/통신,"면접에서는 괜찮았습니다. 다들 평이한 질문을 하셨고, 영어 질문은 따로 하지 않았습니다.""","경력, 지원동기, 강점, 포부 등.
구체적으로 왜 여길 오고 싶어하는지와 잠재력을 보고 싶어 하는 것 같았습니다.",면접 봤을 때 회사의 인상은 좋았으나 입사했을 때와의 차이가 다소 있었습니다.
98,큰사람컴퓨터(주),IT/웹/통신,"이력서 지원, 서류합격, 면접, 합격""",딱히 없어요...그냥 형식적인 질문하고 경력위주 질문,그냥 쉽게 면접 진행됩니다.
99,(주)에이브앱,IT/웹/통신,"개발 관련해서 이전 경력에 대해서 설명했습니다. 어렵지않았습니다.""",시간이 오래 지나다 보니 기억이 희미해지고 어떤대화를 나누었는지 기억이 잘 안납니다.,좋았습니다
100,(주)모카커뮤니케이션즈,IT/웹/통신,"면접관 두명과 면접자 2:1 면접으로 봤고, 편안한 분위기에서 진행이 되었습니다. 사무실 분위기는 깔끔하고 차분했으며 직원들이 많진 않았습니다.""","업무시작하기 몇 분 전까지 출근이 가능한지
6시 이후로 오는 업무 연락이나 야근 등이 있을경우 어떻게 할건지
일하면서 실수를 하게 된다면 어떻게 하실건지",이력서와 자기소개서를 굉장히 꼼꼼하게 보는 느낌이었고 대표님이 말을 조리있게 명확하게 핵심을 짚어서 얘기해주십니다.
101,(주)페이게이트,IT/웹/통신,"대학교 졸업 후, 가장 첫 면접으로 당시 cs면접 준비를 전혀하지않아 당연한 수순으로 탈락하였습니다. 당시 충격먹고 면접 공부 빡세게하였던거같네요.. 이를 거름삼아 2달뒤 대기업 공채 붙었습니다. 첫...""",JPA MyBatis 차이점/영어로 프로젝트 소개/Maven Gradle 차이/ 프로젝트내 기술들 위주로 물어보는둣,"Cs면접은 매우쉬운데, 개발자에게 영어로 Project 소개는 빼셔도될거같습니다. 전체적인 엔지니어 기업에서도 연봉이 전혀 높은편이 아니고 외국계 탑티어 개발회사에서도 영어 PT는 개발자에게 안시킵니다. 뭔가.. 코딩,개발<영업 중시 기업이라는 인상을 받았습니다. 개발자 노배려.."
102,(주)페이넷아이앤씨,IT/웹/통신,"서류합격 후 면접일정 조율하여 방문하였습니다.""","1. 이직하는 이유
2. 체력 외근
3. 성향",분위기가 좋았다
103,(주)다이사,IT/웹/통신,"1차: 과제, 2차: 기술면접, 3차: 임원면접 순으로 진행""","왜 우리회사를 선택했는지, 어떤 프로젝트를 진행해봤는지, 어떤 개선사항이 있는지",비교적 최신 기술스택을 사용하고 있음
104,(주)커넥트핏,IT/웹/통신,"CTO와 1대1 화상으로 면접 후 2차 면접으로 대표와 진행하였습니다.""","지금까지 개발한 경력에 대한 질문, 이전에 다닌 회사의 이야기, 회사를 선택하는 기준 등",1차 면접은 기술적인 대답이 중요도가 높습니다
105,(주)소나텍,IT/웹/통신,"최초 유선 연락 1번, 실무진 1명 대표님 1명과 진행했고, 분위기 자체는 좋았다.""","공휴일, 주말 근무가 있을텐데 괜찮겠냐고 했고 스케줄 근무였음.
(직원 수에 따라서 스케줄 근무 변동이었음)
궁금한 점이 있는지도 물어봄",분위기 자체는 딱딱하지 않고 편하게 대해서 좋았음
106,(주)지엔텔,IT/웹/통신,"자기소개 어필
세분 각각 질문
꼬리 질문 간단
마지막 할말""","자신 있는 스킬
인턴하면서 어떤 일을 했는지
업무가 한번에 많으면 어떻게 할건지","다소 편안한 분위기였음
대화하는 느낌이어서 부담이 덜함"
107,누리씨앤아이,IT/웹/통신,"이력서 작성 후 면접 잡힘
면접은 1번 봤고 사장-팀장으로 해서 면접 봄
면접 난이도는 ㄱㅊ""","해본 프로젝트, 지원하게 된 이유, 술 잘 마시냐",자신이 해본 것 말하고 솔직하고 자신 있게 말하는걸 좋아함
108,페이업(주),IT/웹/통신,"임원 1명, 개발팀장 1명 면접이었음. 개발팀장이 젊은 편이었는데 말투에서 존중받지 못한다는 느낌을 받음. 1시간정도의 시간 소요됨.""","진행했던 업무에 대해서 말하는 형식이 많았음. 전에 했던 업무는 무엇이었는지 스킬 등
mbti 무엇이냐 / 회사 무엇을 중요하게 생각하냐","팀장의 말투가 좀 그랬고, 무시한다는 느낌을 많이 받았음. 반면에 임원이 그걸 덮으려는 노력을 했고. 2차 면접이 있었고, 그때 연봉협상을 한다함 (연봉협상이 안될수도 있는데 내가 수고롭게 굳이 2차까지 가야하나? 생각함.)
면접을 보는동안 면접관 태도때문에 안가기로 마음 먹음. (말투에서 개발팀장이 30대 중반?으로 보이는데, 꼰대인게 느껴짐...."
109,(주)에스엠플래닛,IT/웹/통신,"면접은 대면으로 진행했습니다. 3대 1 면접으로 사무실에서 진행하구요. 기술적인 질문은 없고, 인성 질문만 했습니다.""","시니어 개발자가 없어 구글링을 많이 해야할 수도 있다. 괜찮겠느냐?
여직원이 많아서 부담스러울 수도 있다. 괜찮겠느냐?
우리 회사는 회의를 통해 자유로이 의견을 내서 반영한다. 괜찮은 아이디어는 있는가?",면접자체가 인성 주위로 질문하셔서 크게 어려운게 없었습니다.
110,뉴케어메디컬시스템(주),IT/웹/통신,"경험했던 프로젝트 유무 그리고 보통 인성쪽 문제랑 이직시유""",git 사용유무와 해당언어의 프로젝트 어려웠던점 극복했던점,면접은 저를 편하게 만들어주시는거 같았습니다. 긴장은 했지만 대답을 잘하도록 해주셔서 감사합니다.
111,현대엠시스템즈(주),IT/웹/통신,"서류합격 후 얼마 안있다가 면접봄
면접보러가면 먼저 1시간정도 시간주고 10문제 가량 시험지로 코딩시험봄
이후 10분간 채점 확인 후 면접 시작
면접은 대충 내가 썼던 경력에 대해 어느정도 자세히 물어봄""","면접전 시험지로 코딩시험 본 것
그 외에는 자기 경력과 관련 기술에 대해 물어보는게 다임",면접 당시 먼가 면접관들이 대강대강 보는 느낌이 들었음
112,엑스파워정보통신(주),IT/웹/통신,"1차면접으로 끝났으며 1:3 면접이었음
대표님이 안계셔서 본부장님이 들어오셨음
다음 날 연락와서 차주부터 출근함""",1분 자기소개와 지원동기 및 직무 간략히 설명 후 역량에 대해 물어봄,자기소개를 준비 못해 버벅거렸으나 분위기가 좋아 잘 흘러갔음 편안하게 만들어주심
113,(주)쓰리제이,IT/웹/통신,"처음 면접 연락은 대표님께서 문자를 주셨습니다. 바쁘신 건 알겠지만 면접 시 포트폴리오와 이력서를 안보고 오신 것 같아 저를 가볍게 생각하신 것 같았습니다. 면접 분위기는 유쾌하게 진행되었습니다.""",완벽함과 속도 중 어느 것이 중요한지,"배려해주신 듯해서 너무 감사했지만, 오히려 웃으면서 면접봤던 분위기가 더 어려웠던 것 같습니다."
114,(주)세친구,IT/웹/통신,"간단한 질문 위주(집과의 거리, 야근, 연봉, 지원동기)""","1 해당 업종이 야근이 많은데 괜찮은지
2 회사 회식이 많은데 괜찮은지","전체적으로 난이도가 어렵지 않았으며 분위기를 편안하게
해주려고 해주시는게 보였습니다."
115,(주)케이티샛,IT/웹/통신,"면접 일정을 3일전에 알림 받고 준비 후 면접""","1분 자기소개, 통신위성의 구조, 위성통신 주파수대역",전문성을 살릴수 있는 면접이라 좋았습니다.
116,(주)레버티,IT/웹/통신,"시작부터 편안한분위기로 주도하셨고 인성을더 중요히 여기시는거같음""",전직장에서 어떻게 다녔는지와 간단한 행적 신상을 묻는다,전체적으로 무난했음
117,맥스정보통신,IT/웹/통신,"면접시 자세한 설명에 감사했습니다. 대화형식의 차분한 실무진 면접이었습니다.""","위기관리 능력, 우리가 어떤 회사인지, 업무에 있어서 중요하게 생각하는점",한명한명을 신중하게 면접을 본다는 느낌을 받았습니다.
118,이지아이테크(주),IT/웹/통신,"자기소개, 면접내용 기억은 안나지만 나쁘지 않은 기분이였음 급여협상은 통보적""",현장직으로 면접 할 생각으로 방문했지만 사무직 공무쪽으로 해야 할 수도 있다고 통보받음,최대한 편한 분위기로 면접을 보려고 노력해주심
119,에스포스텔레콤(주),IT/웹/통신,"회의실 or 사장실에서 1대1 면접
딱히 물어보는 거 없이 열심히 할 수 있냐고 함""","1. 열심히 할 수 있냐
2. 사는 곳 어디냐
3. 이정도 연봉인데 괜찮냐",사람이 급한 거 같다는 느낌을 받음
120,유니챌(주),IT/웹/통신,"연락와서 구직중인지 물어보고 다음날 면접.
면접에선 딱 대학교 수준 코딩테스트 수기로 작성하고
다음날 출근하라고 함.""","사업가로서 일할 수 있는가?
열심히 할 수 있는가?
주인의식을 가지고 일할 수 있는가?",그냥 네 라고 했음.
121,(주)에어키,IT/웹/통신,"편안한 분위기에서 진행, 이력서내에 경력기술서에 대한 질문이 많음""","본인의 단점, 흔한 질문이지만 준비가 안되면 말이 안나오는것같다.","꾸며내지않고 아는만큼만 솔직한 답변을 하였고, 분위기가 편안해서 좋았음."
122,(주)이노피아테크,IT/웹/통신,"한시간 정도 면접 진행했고 인사팀, 실무진, 리더 총 세명 들어옴. 분위기는 나쁘지 않았음.""","1. it 관련 뉴스 중 기억에 남는 것
2. 주량이나 키, 체중 등 개인적인 부분에 관한 걸 이력서에 기재하게 함
3. 이전에 경험했던 프로젝트",면접 끝나자 마자 회사에 대한 소개를 해주셨던 기억.
123,(주)알고리고,IT/웹/통신,"사전과제 / 면접(실무진, 임원 면접 동일날 진행) / 결과 발표""","프로젝트에서 왜 해당 알고리즘을 사용했는지?
사전 과제에서 왜 이런 식으로 접근했는지?
이직 사유는?",편안한 분위기 속에서 자유롭게 사전 과제 및 프로젝트에 대해 토의할 수 있던 자리였습니다.
124,앤아이에스,IT/웹/통신,"대표님이 구직 이력서를 보고 연락 뒤 면접 프로세스 진행""","VPN이 무엇인지 ? 출퇴근시 어려움은 없는지 , 향후 업무 전환 가능하다고 한점",VPN이 무엇인지 설명하고 느낀점은 직무지식 보다는 거의 인성면접 위주 였습니다.
125,(주)마끼아또컴퍼니,IT/웹/통신,"온라인 지원을 해서 연락이 왔고 면접을 봤습니다""",회사를 다니면서 우선순위를 꼽으라고 했던 질문이 기억에 남음.,성실하고 솔직하게 답했음
126,(주)큐셀네트웍스,IT/웹/통신,"사람인 서류 지원, 유선 및 이메일로 통보, 서현역 본사에서 면접진행했음. 면접비있음 면접관 지각함""",RF랑 전송선로가 무슨 상관이냐? 고속선로랑 RF랑 무슨 상관인가?,"당당히 지각, 사전에 서류 검토는 했는지 의문임. 학부이론을 대학교 졸업하고 한참 지난 시점에서 물어보는것도 상당히 많음. 사람의 실무능력을 판단하는 것이 아닌 대학교 퀴즈 또는 신입사원 면접을 보는 느낌임. 초반에 물어봐놓고 기억이 잘 안난다고 하니 바로 무시하는 태도로 일관함. 이후 실무를 물어보는데 별로 아는건 없어보임. 업무는 그냥 pcb 뜨고..."
127,콤텍정보통신(주),IT/웹/통신,"서류 제출 → 서류 합격 통보 → 실무진 면접 → 합/불 결정""",1분 자기소개를 지원 직무와 관련해서 해보세요. 서류에 적혀있는 내용 기반 세부 질문. 존경하는 인물이 누구인가요?,1분 자기소개를 특정한 조건을 달았는데 그것과 상관 없이 다들 외워온 것을 그대로 말하길래 흠... 면접 분위기는 영하고 MZ하오니 편하게 가면 됩니다.
128,씨엘정보기술(주),IT/웹/통신,"면접분위기는 긴장안하게 해주려고 도와주고 편안한 분위기를 조성해줌""","개별 과제, 조별과제, 가장 힘들었던일",떨리고 너무 떨리고 또 너무 떨렸음
129,(주)빗썸라이브,IT/웹/통신,"서류 전형 > 1차 실무진 면접 > 2차 CTO 면접 > 처우 산정""","실무진 면접에서 상당히 Java&Spring 집약적 기술을 물어봤던 게 기억남음. Bean Factory와 ApplicationContext 의 명확한 차이 같은 것.
2차 면접에서는 자질과 역량, 경험치에 대한 질문이 많았음.",전반적으로 평이하게 대답했고 분위기가 나쁘지 않았음.
130,(주)신안정보통신,IT/웹/통신,"조건에 맞는 공고를 찾다 해당 기업의 공고가 맞을 것 같아 지원서를 넣었고 면접까지 보러가게 되었습니다!""","대표님의 자세한 설명과 인센티브,회사 연혁과 관련된 내용이었습니다",어렵지 않게 중간중간 면접이 편안하게 흘러가기도록 하기위한 질문을 하신것이 인싱 깊었습니다.
131,안리쓰코퍼레이션(주),IT/웹/통신,"이력서 넣고 1차 면접 진행하고 합격 후 2차면접 진행함""",지원 동기가 어떻게 되는지? 나머지는 다 자기소개서 개인적 얘기와 관련한 꼬리질문이였음,면접 보시는 분들이 분위기를 딱딱하게 하지 않고 풀어주시려고 하는게 보였음
132,(주)유원컴즈,IT/웹/통신,"최초 연락은 온라인 입사 지원으로 시작해서 연락와서 면접보고 대기중입니다""",누구랑 살고 있는지 가족관계 전세 월세 여부,누구랑 살고 있는지 대답했고 물어보는 질문엔 다 맞게 대답했습니다 근데 전세 월세 여부나 가족관계는 왜 물어보는지 잘 몰르겠습니다
133,(주)투넘버,IT/웹/통신,"결혼여부
출퇴근거리
희망연봉
업무경력 소개
1차보고 2차면접제의하셔서 재방문""","전임자퇴사사유 물어보니 잘못 채용했다고함
업무공석질문하니 그자리업무 어디까지 하고 나간지 잘 모른다고함","나중에 다른 리뷰보니 가족회사라고함
입사가 끌리진않았고 사람 2차면접까지 부를거면 최소한 교통비는 지급하시길. 1차보고 애매했었는데 2차보고 아 여긴아니다했음"
134,(주)보다컴,IT/웹/통신,"최대한 편안한 분위기에서 말할 수 있도록 배려해주셨습니다. 대표님, 임원 1분, 지원 부서 높은 분 1분으로 3대1 면접이었습니다.""","전 직장에서 동료와 갈등상황은 없었는지, 착한 사람들은 감정을 참다 나중에 터지기도 하던데 어떻게 대처할 것인지?, 직장 안에서 스트레스 해소법(퇴근하고 운동한다 이런 쪽으로 여쭤보신 것 같지는 않습니다)",전반적으로 바로 답변하기에는 조금 어려웠습니다. 면접 경험이 있으신 분이라면 잘 보시지 않을까 생각합니다.
135,(주)유니콤넷,IT/웹/통신,"면접을 처음보는것은 아니지만 그래도 면접인지라 긴장을 좀 했는데 5분만에 끝나서 이게 뭐지 싶었다""",전공에 관한 질문 딱 1가지만 질문을 받았다 그 질문에 대답하고 어디사는지도 물어봤다 그게 다였다,면접이 너무 빨리 끝나서 그냥 다른회사를 알아볼까 하다가 4년다니고 다른데로 이직함
136,엠포플러스(주),IT/웹/통신,"입사 지원 후 면접 참석여부 전화, 대면면접""","공백 기간 중 뭘 했는지, 회사에 대해 얼마나 아는지, 자격증 유무",3:6 면접으로 1시간 넘게 진행되어 다소 길게 느껴졌습니다.
137,(주)지티앤비,IT/웹/통신,"면접시 별다른건 안물어 봤습니다. 논리게이트 정도""",술 잘하는지 그리고 여자친구 있는지 물어보시더라구요,편하게 면접을 진행해서 부담없이 진행한거 같습니다.
138,(주)이지피엔씨,IT/웹/통신,"대표님이랑 면접
이력서 보시고 어떤일 했었는지에 대하여 얘기 하고
오면 어떤 업무 보는지에 대하여 이야기 함
면접은 편한 분위기에서 진행""",이전직장 그만 둔 이유 업종바꿔서 이직 하려는 이유 물어보신거,다소 편안한 분위기에서 진행 돼서 그런지 불편함은 없었고 오히려 솔직하게 이야기 할수 있어서 좋았음
139,(주)한아아이티,IT/웹/통신,"최초 연락은 지원하고 일주일 안 걸렸던 것 같음. 면접분위기는 내가 떨려서 그렇지 편안하게 해주시려고 했음. 그러나 딱딱하긴 했음.""","집이 먼데 괜찮은지
공백기 동안 무엇을 했는지
신입 치고 나이가 많은데","나의 단점을 알고 있는데 굳이 언급한다는 것이 기분이 좋지는 않았음.
면접비는 나와서 놀랐음."
140,한국신용카드결제(주),IT/웹/통신,"신입지원이라 그런지 학교생활과 일하게 되면 어떻게 일할것인지 종합적으로 질문""",영업은 아무래도 힘들수 있는데 지원이라도 업무를 배워서 적응해야 한다. 괜찮겠냐고 질문,적응할수 있고 열심히 하겠다
141,(주)데일리마켓플레이스,IT/웹/통신,"IFC건물에서 진행하였고 분위기는 나쁘지 않은 면접과 두명이서 진행""","스프링시큐리티에 대해서 어느정도 아는지?
AWS 환경에서 경험 있는지?",전반적으로 부드럽게 진행 되었습니다.
142,성진정보통신,IT/웹/통신,"문자 or 전화로 면접 제의 옴
제의 시간에 가서 담당하시는 분이랑 면접 진행 하고 오면
다음날 정도에 알려줌""","어디사냐 ?
잘 할 수 있냐?
뭐 하다 왔냐","그냥 기술적인 질문은 안물어봅니다 .
그냥 처음에는 사람됨됨이를 보는 듯 합니다."
143,아이피포네트웍스(주),IT/웹/통신,"업무관련 질문이 주였으며, 야근할 수 있는지 등 질문함""",작은 기업인데 인성검사와 별도의 시험을 치르고 면접을 봄,어렵지는 않았음
144,(주)아미티엘,IT/웹/통신,"전화오고 며칠 후에 면접을 봤습니다.
대표님과 실무자 두분이서 진행했고
밝은 분위기속에서 진행되었습니다.
솔직하게 답변하시는걸 추천드립니다.""",기술적인 질문보다는 인성관련 질문 혹은 학교생활 관련해서 질문을 받았습니다.,그냥 솔직하게 있는 그대로 답변을 하는게 최선이라고 생각합니다.
145,굿네트워크,IT/웹/통신,"서류 면접 합격후에 기술 대면 면접을 진행하는데 전체적으로 질문이 어려움""",기술에 대한 기초적인 질문이 많고 설계를 해보고 그에대한 대답을 요청함,전체적으로 어려움
146,HD Digital GmbH,IT/웹/통신,"면접 대충하고 나머지는 전부 사장 지 할 말만 합니다.""",기억에 남는거 하나도 없음. 주절주절. 사기꾼 멘트만 날림.,그냥 3시간 4시간 동안 잠오는거 참고 연설 듣는 느낌
147,(주)지컴네트웍스,IT/웹/통신,"기술부 리더와 1대1로 면접을 봤고 편안하게 면접을 봤습니다.""","전회사 업무 질문
네트워크 관련 질문",기술은 기본적인 부분만 질문하고 인성을 많이 본다고 느낌
148,탭조이코리아(주),IT/웹/통신,"약 5차례정도 진행되며 시차가 있을수다 있으므로 사전에 시간체크도 하고 배려를 해주는 편. 임원 면접 후 직무관련면접만 2개가 연달아 있고 컬처핏면접 1개 그리고 마지막으로 임원면접이 하나 더 있음.""",한번도 시도해보지 못한 프로젝트를 맡게된다면 가장 먼저 무엇을 할건지 설명해봐라.,면접관들 굉장히 친절하고 프리한 편이다. 분위기 자체가 커피챗 하는느낌이기도 해서 긴장도 안하고 본 것 같다.
149,드림라인(주),IT/웹/통신,"3대 5 (면접관5)로 진행하였고, 자소서와 경력기술서를 바탕으로 해왔던 직무에 대해 질문하였음""","기억에 남는 트러블슈팅 했던 예시설명
주량이 어떻게 되는지
프로젝트 경험 설명 등",압박면접같은 느낌은 안들었고 생각보다 편안한 분위기에서 진행하였음
150,(주)인프라웨어테크놀러지,IT/웹/통신,"분위기 편안하게 만들어주고 일반적인 자기소개, 장단점, 입사 후 포부 등의 질문을 받았습니다.""",음..... 별다르게 특별하게 기억에 남는 것은 없네요 ㅎㅎ,면접관분들이 편안하게 해주셔서 떨지 않고 잘 봤던 기억이 납니다.
151,"Mercury Co., Ltd.",IT/웹/통신,"면접응 인성면접위조로 본거 같아요 기본적인 것들위주로 봄""",왜 일본에 왔는가 왜 이업계에서 일하고 싶은가 무슨 알바 했는가,다른기업면접과 별로 특별한거는 못느낌
